time_ms,membrane_potential_mV
0.0,-60.0
0.010025062656641603,-60.0
0.020050125313283207,-60.0
0.03007518796992481,-60.0
0.040100250626566414,-60.0
0.05012531328320802,-60.0
0.06015037593984962,-60.0
0.07017543859649122,-60.0
0.08020050125313283,-60.0
0.09022556390977443,-60.0
0.10025062656641603,-60.0
0.11027568922305764,-60.0
0.12030075187969924,-60.0
0.13032581453634084,-60.0
0.14035087719298245,-60.0
0.15037593984962405,-60.0
0.16040100250626566,-60.0
0.17042606516290726,-60.0
0.18045112781954886,-60.0
0.19047619047619047,-60.0
0.20050125313283207,-60.0
0.21052631578947367,-60.0
0.22055137844611528,-60.0
0.23057644110275688,-60.0
0.24060150375939848,-60.0
0.2506265664160401,-60.0
0.2606516290726817,-60.0
0.2706766917293233,-60.0
0.2807017543859649,-60.0
0.2907268170426065,-60.0
0.3007518796992481,-60.0
0.3107769423558897,-60.0
0.3208020050125313,-60.0
0.3308270676691729,-60.0
0.3408521303258145,-60.0
0.3508771929824561,-60.0
0.3609022556390977,-60.0
0.37092731829573933,-60.0
0.38095238095238093,-60.0
0.39097744360902253,-60.0
0.40100250626566414,-60.0
0.41102756892230574,-60.0
0.42105263157894735,-60.0
0.43107769423558895,-60.0
0.44110275689223055,-60.0
0.45112781954887216,-60.0
0.46115288220551376,-60.0
0.47117794486215536,-60.0
0.48120300751879697,-60.0
0.49122807017543857,-60.0
0.5012531328320802,-60.0
0.5112781954887218,-60.0
0.5213032581453634,-60.0
0.531328320802005,-60.0
0.5413533834586466,-60.0
0.5513784461152882,-60.0
0.5614035087719298,-60.0
0.5714285714285714,-60.0
0.581453634085213,-60.0
0.5914786967418546,-60.0
0.6015037593984962,-60.0
0.6115288220551378,-60.0
0.6215538847117794,-60.0
0.631578947368421,-60.0
0.6416040100250626,-60.0
0.6516290726817042,-60.0
0.6616541353383458,-60.0
0.6716791979949874,-60.0
0.681704260651629,-60.0
0.6917293233082706,-60.0
0.7017543859649122,-60.0
0.7117794486215538,-60.0
0.7218045112781954,-60.0
0.731829573934837,-60.0
0.7418546365914787,-60.0
0.7518796992481203,-60.0
0.7619047619047619,-60.0
0.7719298245614035,-60.0
0.7819548872180451,-60.0
0.7919799498746867,-60.0
0.8020050125313283,-60.0
0.8120300751879699,-60.0
0.8220551378446115,-60.0
0.8320802005012531,-60.0
0.8421052631578947,-60.0
0.8521303258145363,-60.0
0.8621553884711779,-60.0
0.8721804511278195,-60.0
0.8822055137844611,-60.0
0.8922305764411027,-60.0
0.9022556390977443,-60.0
0.9122807017543859,-60.0
0.9223057644110275,-60.0
0.9323308270676691,-60.0
0.9423558897243107,-60.0
0.9523809523809523,-60.0
0.9624060150375939,-60.0
0.9724310776942355,-60.0
0.9824561403508771,-60.0
0.9924812030075187,-60.0
1.0025062656641603,-60.0
1.012531328320802,-60.0
1.0225563909774436,-60.0
1.0325814536340852,-60.0
1.0426065162907268,-60.0
1.0526315789473684,-60.0
1.06265664160401,-60.0
1.0726817042606516,-60.0
1.0827067669172932,-60.0
1.0927318295739348,-60.0
1.1027568922305764,-60.0
1.112781954887218,-60.0
1.1228070175438596,-60.0
1.1328320802005012,-59.99999999999999
1.1428571428571428,-59.999999999999986
1.1528822055137844,-59.99999999999997
1.162907268170426,-59.99999999999993
1.1729323308270676,-59.99999999999983
1.1829573934837092,-59.999999999999616
1.1929824561403508,-59.99999999999913
1.2030075187969924,-59.99999999999807
1.213032581453634,-59.99999999999572
1.2230576441102756,-59.99999999999064
1.2330827067669172,-59.99999999997971
1.2431077694235588,-59.99999999995644
1.2531328320802004,-59.99999999990743
1.263157894736842,-59.999999999805254
1.2731829573934836,-59.9999999995944
1.2832080200501252,-59.99999999916371
1.2932330827067668,-59.99999999829292
1.3032581453634084,-59.999999996550265
1.31328320802005,-59.999999993098356
1.3233082706766917,-59.99999998633042
1.3333333333333333,-59.999999973196424
1.3433583959899749,-59.99999994796858
1.3533834586466165,-59.99999990000602
1.363408521303258,-59.99999980975323
1.3734335839598997,-59.999999641659414
1.3834586466165413,-59.99999933179463
1.3934837092731829,-59.999998766443134
1.4035087719298245,-59.999997745534216
1.413533834586466,-59.999995920909114
1.4235588972431077,-59.99999269334882
1.4335839598997493,-59.99998704287569
1.443609022556391,-59.99997725247583
1.4536340852130325,-59.99996046380195
1.463659147869674,-59.999931971494384
1.4736842105263157,-59.999884116336354
1.4837092731829573,-59.99980457111163
1.493734335839599,-59.99967371991617
1.5037593984962405,-59.99946070346803
1.5137844611528821,-59.9991175300035
1.5238095238095237,-59.99857042307902
1.5338345864661653,-59.99770728344514
1.543859649122807,-59.996359773020004
1.5538847117794485,-59.99427807948987
1.5639097744360901,-59.99109589167175
1.5739348370927317,-59.98628252085534
1.5839598997493733,-59.97907847002806
1.593984962406015,-59.96841013048766
1.6040100250626566,-59.95277874971293
1.6140350877192982,-59.9301184723432
1.6240601503759398,-59.897618247857096
1.6340852130325814,-59.85150289610031
1.644110275689223,-59.786769822395115
1.6541353383458646,-59.69687998605728
1.6641604010025062,-59.57340494725703
1.6741854636591478,-59.40563630257847
1.6842105263157894,-59.18016964289454
1.694235588972431,-58.88048227462187
1.7042606516290726,-58.48653210922878
1.7142857142857142,-57.974413902145216
1.7243107769423558,-57.31611772258004
1.7343358395989974,-56.47944222204269
1.744360902255639,-55.428120781171714
1.7543859649122806,-54.12222063727665
1.7644110275689222,-52.51887227328884
1.7744360902255638,-50.57337744262752
1.7844611528822054,-48.24072828050276
1.794486215538847,-45.47754659216817
1.8045112781954886,-42.24442191000216
1.8145363408521302,-38.50859044827608
1.8245614035087718,-34.246856795834816
1.8345864661654134,-29.44861915821977
1.844611528822055,-24.118821077195157
1.8546365914786966,-18.28062221566274
1.8646616541353382,-11.977562494809234
1.8746867167919798,-5.274991684292303
1.8847117794486214,1.7394464300881651
1.894736842105263,8.95644837065683
1.9047619047619047,16.24691865225634
1.9147869674185463,23.465109705491543
1.9248120300751879,30.45298398296356
1.9348370927318295,37.045653129347016
1.944862155388471,43.077656150069544
1.9548872180451127,48.38975657464336
1.9649122807017543,52.83587626653413
1.9749373433583959,56.289748067331445
1.9849624060150375,58.6508659414057
1.994987468671679,59.84934183184325
2.0050125313283207,59.84934183184326
2.015037593984962,58.65086594140578
2.025062656641604,56.289748067331516
2.0350877192982457,52.83587626653413
2.045112781954887,48.38975657464346
2.0551378446115285,43.077656150069785
2.0651629072681703,37.04565312934716
2.075187969924812,30.45298398296356
2.0852130325814535,23.4651097054917
2.095238095238095,16.246918652256667
2.1052631578947367,8.956448370656986
2.1152882205513786,1.7394464300881651
2.12531328320802,-5.2749916842921465
2.1353383458646613,-11.977562494808936
2.145363408521303,-18.280622215662603
2.155388471177945,-24.118821077195157
2.1654135338345863,-29.44861915821965
2.1754385964912277,-34.24685679583462
2.1854636591478696,-38.50859044827599
2.1954887218045114,-42.24442191000216
2.2055137844611528,-45.477546592168096
2.215538847117794,-48.240728280502644
2.225563909774436,-50.573377442627475
2.235588972431078,-52.51887227328884
2.245614035087719,-54.12222063727661
2.2556390977443606,-55.42812078117166
2.2656641604010024,-56.47944222204267
2.275689223057644,-57.31611772258004
2.2857142857142856,-57.9744139021452
2.295739348370927,-58.48653210922876
2.305764411027569,-58.88048227462186
2.3157894736842106,-59.18016964289454
2.325814536340852,-59.405636302578465
2.3358395989974934,-59.573404947257025
2.345864661654135,-59.696879986057276
